author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
ID 108840592,homeowner,https://magadan.cian.ru/sale/flat/293890652/,Магадан,sale,flat,5,5,1,25.4,-1,0,3100000,Магадан,Рыбозаводская ,19А,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/285667158/,Магадан,sale,flat,2,5,3,53.5,-1,0,7700000,Магадан,Пролетарская ,32,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303897291/,Магадан,sale,flat,1,5,1,30.4,-1,0,4200000,Магадан, Гагарина,32Б,,
ID 117591649,homeowner,https://magadan.cian.ru/sale/flat/303155123/,Магадан,sale,flat,2,4,3,84.2,-1,0,9000000,Магадан,Кольцевая ,52А,,
ID 114213254,realtor,https://magadan.cian.ru/sale/flat/300247073/,Магадан,sale,flat,5,5,2,56.5,-1,0,7389000,Магадан, Наровчатова,8,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/298122725/,Магадан,sale,flat,2,5,4,82.1,-1,0,11000000,Магадан,проспект Ленина,32,,
ID 117676658,homeowner,https://magadan.cian.ru/sale/flat/304094603/,Магадан,sale,flat,6,7,3,73.5,-1,0,18000000,Магадан,проспект Карла Маркса,72/2,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/301742715/,Магадан,sale,flat,4,5,3,70.4,-1,0,10500000,Магадан, Болдырева,10,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/298403070/,Магадан,sale,flat,3,5,2,40.7,-1,0,6800000,,,,,
ID 114082945,homeowner,https://magadan.cian.ru/sale/flat/299406647/,Магадан,sale,flat,2,5,3,70.0,-1,0,8000000,Магадан,Авиационная ,3,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303450776/,Магадан,sale,flat,3,5,2,46.8,-1,0,6950000,Магадан, Набережная реки Магаданки,51,,
ID 114213254,realtor,https://magadan.cian.ru/sale/flat/303174068/,Магадан,sale,flat,5,5,3,68.4,-1,0,12499000,Магадан, Берзина,11В,,
ID 50166300,homeowner,https://magadan.cian.ru/sale/flat/302710988/,Магадан,sale,flat,3,5,2,59.2,-1,0,8400000,Магадан, Энергостроителей,9к1,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/294841760/,Магадан,sale,flat,4,4,3,86.7,-1,0,12500000,Магадан, Горького,8,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/274864282/,Магадан,sale,flat,3,5,2,43.2,-1,0,5500000,Магадан, Гагарина,26,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/301819353/,Магадан,sale,flat,2,9,1,44.1,-1,0,7400000,Магадан,Колымское шоссе,15Б,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/302934250/,Магадан,sale,flat,3,4,2,44.2,-1,0,8100000,Магадан,проспект Ленина,10,,
ID 116364166,homeowner,https://magadan.cian.ru/sale/flat/301821109/,Магадан,sale,flat,1,5,-1,43.0,-1,0,1500000,Магадан, Лукса,4б,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/299264493/,Магадан,sale,flat,1,5,3,67.8,-1,0,10500000,Магадан,Якутская ,3,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/304152774/,Магадан,sale,flat,2,5,2,44.9,-1,0,8200000,Магадан,Якутская ,51В,,
ID 96452464,homeowner,https://magadan.cian.ru/sale/flat/303153342/,Магадан,sale,flat,5,5,3,69.6,-1,0,9500000,Магадан, Лукса,13,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/300583168/,Магадан,sale,flat,4,4,3,52.5,-1,0,8000000,Магадан,Приморская ,1,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/303410814/,Магадан,sale,flat,3,3,2,46.6,-1,0,7000000,Магадан,Портовая ,3А,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/300901768/,Магадан,sale,flat,5,5,1,33.4,-1,0,4350000,Магадан,Колымская ,6к2,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/300493049/,Магадан,sale,flat,5,5,3,67.8,-1,0,8900000,Магадан, Набережная реки Магаданки,83,,
ID 118462934,homeowner,https://magadan.cian.ru/sale/flat/304016570/,Магадан,sale,flat,5,6,3,59.2,-1,0,12500000,Магадан,Портовая ,38к2,,
Петр Тимонин,realtor,https://magadan.cian.ru/sale/flat/295087635/,Магадан,sale,flat,2,5,1,29.0,-1,0,5000000,Магадан,проспект Карла Маркса,43,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/304037740/,Магадан,sale,flat,5,5,1,36.1,-1,0,5300000,Магадан,Колымское шоссе,4к3,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/302162873/,Магадан,sale,flat,1,5,2,50.4,-1,0,5000000,Магадан,Пролетарская ,61к1,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/285867300/,Магадан,sale,flat,3,4,3,76.0,-1,0,12500000,Магадан,Портовая ,9,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/299951431/,Магадан,sale,flat,4,5,2,50.5,-1,0,10000000,Магадан, Наровчатова,9В,,
ID 115341868,homeowner,https://magadan.cian.ru/sale/flat/300732681/,Магадан,sale,flat,2,6,1,35.3,-1,0,5100000,Магадан,Марчеканский переулок,7А,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/300358958/,Магадан,sale,flat,3,4,2,41.0,-1,0,5500000,Магадан,Советская ,28,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/299578362/,Магадан,sale,flat,3,6,3,91.2,-1,0,9000000,Магадан,Колымская ,17Ак1,,
ID 78478393,homeowner,https://magadan.cian.ru/sale/flat/297820341/,Магадан,sale,flat,3,5,2,45.0,-1,0,7500000,Магадан, Гагарина,40,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/277432570/,Магадан,sale,flat,5,5,4,87.1,-1,0,8900000,Магадан,Колымская ,11,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/292430261/,Магадан,sale,flat,2,4,2,45.0,-1,0,7100000,Магадан,проспект Ленина,28,,
ID 16764492,homeowner,https://magadan.cian.ru/sale/flat/302009976/,Магадан,sale,flat,2,5,2,50.2,-1,0,8500000,Магадан,проспект Карла Маркса,65Б,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/301332589/,Магадан,sale,flat,2,5,3,85.9,-1,0,4500000,Снежный мкр, Садовая,15,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303449748/,Магадан,sale,flat,3,5,1,30.5,-1,0,4800000,Магадан, Гагарина,32В,,
ID 115271654,homeowner,https://magadan.cian.ru/sale/flat/302318705/,Магадан,sale,flat,3,5,3,82.5,-1,0,11100000,Магадан,Пролетарская ,71к2,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/296005819/,Магадан,sale,flat,4,5,2,43.7,-1,0,7200000,Магадан,Пролетарская ,3к3,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/303649371/,Магадан,sale,flat,3,5,2,51.3,-1,0,5800000,Магадан, Зайцева,27к3,,
ID 113308260,homeowner,https://magadan.cian.ru/sale/flat/298585173/,Магадан,sale,flat,2,4,2,48.7,-1,0,7800000,Магадан,Колымское шоссе,13,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/299124323/,Магадан,sale,flat,2,2,3,65.3,-1,0,7800000,Магадан,Колымская ,18,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/298711618/,Магадан,sale,flat,2,5,2,41.5,-1,0,5000000,Магадан,проспект Ленина,32,,
ID 47080955,homeowner,https://magadan.cian.ru/sale/flat/303808335/,Магадан,sale,flat,1,5,2,56.9,-1,0,6600000,Магадан, Наровчатова,6,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/299086199/,Магадан,sale,flat,3,6,4,101.6,-1,0,14000000,Магадан, Гагарина,54,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/303839299/,Магадан,sale,flat,5,5,1,33.5,-1,0,5000000,Магадан, Билибина,26,,
ID 92408509,homeowner,https://magadan.cian.ru/sale/flat/289046818/,Магадан,sale,flat,1,5,2,52.4,-1,0,6800000,Магадан, Билибина,24,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/297971892/,Магадан,sale,flat,3,5,2,49.3,-1,0,5200000,Магадан,Арманская ,45к4,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/301415607/,Магадан,sale,flat,4,5,2,50.5,-1,0,7700000,Магадан, Берзина,17Б,,
ID 73916237,homeowner,https://magadan.cian.ru/sale/flat/302858606/,Магадан,sale,flat,5,5,2,61.1,-1,0,4000000,Снежный мкр, Садовая,13,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/285126577/,Магадан,sale,flat,4,5,2,44.2,-1,0,5650000,Магадан,Парковая ,2,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/298632645/,Магадан,sale,flat,5,5,2,43.7,-1,0,6300000,Магадан,проспект Ленина,18А,,
ID 89975255,homeowner,https://magadan.cian.ru/sale/flat/273371221/,Магадан,sale,flat,2,5,3,59.0,-1,0,7500000,Магадан, Гагарина,2А,,
Петр Тимонин,realtor,https://magadan.cian.ru/sale/flat/295087212/,Магадан,sale,flat,2,5,1,35.0,-1,0,5050000,Магадан,Флотская ,4,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/299748968/,Магадан,sale,flat,3,5,3,72.5,-1,0,10500000,Магадан,Флотская ,22,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/302645733/,Магадан,sale,flat,3,5,2,45.2,-1,0,5750000,Магадан, Билибина,18,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/299981300/,Магадан,sale,flat,2,5,2,52.0,-1,0,7200000,Магадан, Попова,7к3,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/296760249/,Магадан,sale,flat,5,5,2,60.5,-1,0,8000000,Магадан,Пролетарская ,71к2,,
ID 78199892,homeowner,https://magadan.cian.ru/sale/flat/304204350/,Магадан,sale,flat,3,5,2,50.7,-1,0,7150000,Магадан, Набережная реки Магаданки,65,,
ID 45825048,realtor,https://magadan.cian.ru/sale/flat/303940437/,Магадан,sale,flat,4,5,2,40.7,-1,0,5300000,Магадан,проспект Карла Маркса,41,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/303708917/,Магадан,sale,flat,1,5,3,68.4,-1,0,8550000,Магадан, Берзина,8,,
ID 44888342,unknown,https://magadan.cian.ru/sale/flat/220646025/,Магадан,sale,flat,5,5,2,50.7,-1,0,7000000,Магадан, Берзина,19А,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/295870002/,Магадан,sale,flat,2,5,2,42.2,-1,0,5700000,Магадан,Колымское шоссе,11Б,,
ID 101011673,homeowner,https://magadan.cian.ru/sale/flat/292243436/,Магадан,sale,flat,4,4,1,35.9,-1,0,5500000,,,,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/301002128/,Магадан,sale,flat,3,5,2,42.1,-1,0,6300000,Магадан, Берзина,3В,,
Ирина Дегтярева,realtor,https://magadan.cian.ru/sale/flat/294143157/,Магадан,sale,flat,6,6,3,67.1,-1,0,6700000,Магадан, Попова,7к4,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/302521166/,Магадан,sale,flat,2,5,2,44.8,-1,0,6980000,Магадан,проспект Карла Маркса,18,,
Дани недвижимость,real_estate_agent,https://magadan.cian.ru/sale/flat/302870453/,Магадан,sale,flat,4,5,1,30.6,-1,0,4800000,Магадан,проспект Карла Маркса,32,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/292022489/,Магадан,sale,flat,2,5,2,44.8,-1,0,5500000,Магадан,проезд Вострецова,5,,
ID 31907397,homeowner,https://magadan.cian.ru/sale/flat/303649246/,Магадан,sale,flat,5,5,2,41.4,-1,0,6800000,Магадан, Набережная реки Магаданки,15,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/298994696/,Магадан,sale,flat,5,5,2,51.3,-1,0,7500000,Магадан, Набережная реки Магаданки,79,,
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/300018687/,Магадан,sale,flat,1,5,2,42.4,-1,0,6300000,Магадан,Якутская ,48,,
ID 24619001,homeowner,https://magadan.cian.ru/sale/flat/283015710/,Магадан,sale,flat,3,9,3,92.1,-1,0,15000000,Магадан,Колымское шоссе,15А,,"по Колымскому шоссе, 15а"
Елена Яковлева,realtor,https://magadan.cian.ru/sale/flat/291389486/,Магадан,sale,flat,4,4,2,44.0,-1,0,6300000,Магадан, Коммуны,7,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/301532668/,Магадан,sale,flat,2,5,2,42.7,-1,0,7000000,,,,,
ID 91511028,homeowner,https://magadan.cian.ru/sale/flat/301408805/,Магадан,sale,flat,2,4,1,47.4,-1,0,5500000,Магадан,Якутская ,39,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/300165910/,Магадан,sale,flat,5,5,2,46.8,-1,0,7000000,Магадан, Набережная реки Магаданки,47,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/294745517/,Магадан,sale,flat,3,5,2,44.0,-1,0,6700000,Магадан,Колымское шоссе,11Б,,
ID 80010692,homeowner,https://magadan.cian.ru/sale/flat/303800441/,Магадан,sale,flat,3,5,2,51.0,-1,0,10000000,Магадан, Болдырева,4,,
МЮСН,real_estate_agent,https://magadan.cian.ru/sale/flat/301987017/,Магадан,sale,flat,2,5,2,43.5,-1,0,6000000,Магадан,проспект Карла Маркса,54А,,
ID 114213254,realtor,https://magadan.cian.ru/sale/flat/300679825/,Магадан,sale,flat,3,5,2,42.1,-1,0,6249000,Магадан,Нагаевская ,51,,
ID 104297918,homeowner,https://magadan.cian.ru/sale/flat/299306539/,Магадан,sale,flat,3,6,3,70.5,-1,0,12000000,Магадан, Билибина,29,,
ID 92344071,homeowner,https://magadan.cian.ru/sale/flat/303441665/,Магадан,sale,flat,4,5,2,50.6,-1,0,7300000,Магадан, Набережная реки Магаданки,71,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/302645734/,Магадан,sale,flat,1,5,2,50.4,-1,0,6600000,Магадан,проспект Карла Маркса,67А,,
ID 103141325,homeowner,https://magadan.cian.ru/sale/flat/299488032/,Магадан,sale,flat,4,5,2,53.8,-1,0,9500000,Магадан,Марчеканский переулок,37,,
ID 48018746,homeowner,https://magadan.cian.ru/sale/flat/302500735/,Магадан,sale,flat,5,5,1,29.8,-1,0,5300000,Магадан,Портовая ,19,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/302379863/,Магадан,sale,flat,2,5,3,68.4,-1,0,9500000,Магадан,Флотская ,8,,
Ирина Дегтярева,real_estate_agent,https://magadan.cian.ru/sale/flat/300806289/,Магадан,sale,flat,5,5,2,44.3,-1,0,5750000,Магадан,Пролетарская ,36,,
ID 92344071,homeowner,https://magadan.cian.ru/sale/flat/303441528/,Магадан,sale,flat,1,5,2,50.6,-1,0,7300000,Магадан,Пролетарская ,61к1,,
ID 110632922,homeowner,https://magadan.cian.ru/sale/flat/303462973/,Магадан,sale,flat,4,5,3,75.2,-1,0,12000000,Магадан,Флотская ,22,,
ID 112043923,homeowner,https://magadan.cian.ru/sale/flat/297097473/,Магадан,sale,flat,5,5,2,44.0,-1,0,5300000,Магадан,Колымское шоссе,6,,
ID 116620765,homeowner,https://magadan.cian.ru/sale/flat/302075025/,Магадан,sale,flat,4,5,2,43.8,-1,0,5600000,Магадан, Гагарина,23Б,,
ID 112980006,homeowner,https://magadan.cian.ru/sale/flat/298190004/,Магадан,sale,flat,1,5,2,56.0,-1,0,9300000,Магадан,проспект Карла Маркса,84,,
ID 117915145,homeowner,https://magadan.cian.ru/sale/flat/304259571/,Магадан,sale,flat,4,5,1,33.7,-1,0,5600000,Магадан,Якутская ,5к1,,
ID 83988301,homeowner,https://magadan.cian.ru/sale/flat/303999289/,Магадан,sale,flat,4,5,2,42.5,-1,0,6200000,Магадан,Транспортная ,17,,
ID 16412145,homeowner,https://magadan.cian.ru/sale/flat/292738393/,Магадан,sale,flat,1,5,2,50.3,-1,0,7000000,Магадан,Колымская ,6,,
ID 108767128,homeowner,https://magadan.cian.ru/sale/flat/297983975/,Магадан,sale,flat,5,5,2,53.9,-1,0,8000000,Магадан,Колымское шоссе,4,,
